School Number,School Name,Address,Suburb,Postcode,Latitude,Longitude
6627,Kirton Point Children's Centre,63 Stevenson Street,Port Lincoln,5606,-34.731447,135.867515
6628,Whyalla Stuart Early Chlhd Ctr Kgtn,24 Ramsay Street,Whyalla Stuart,5608,-33.027259,137.523718
6629,Port Wakefield Kindergarten,Thomas Crescent,Port Wakefield,5550,-34.187364,138.149243
6630,Lake Wangary Preschool Centre,150 Main Street,Wangary,5607,-34.549627,135.479167
6631,Laura Preschool Centre,6 Booyoolie Street,Laura,5480,-33.187208,138.303414
6632,Leigh Creek Kindergarten,Blackoak Drive,Leigh Creek,5731,-30.593006,138.401735
6633,Lock Early Learning Centre,West Terrace,Lock,5633,-33.566136,135.757148
6636,McRitchie Crescent Chn Servs Ctr,55 McRitchie Crescent,Whyalla Stuart,5608,-33.022697,137.527249
6640,Wallaroo Preschool Centre,11 Elizabeth Street,Wallaroo,5556,-33.930333,137.628756
6641,Ngura Yadurirn Child & Family Centre,2 Kelly Street,Ceduna,5690,-32.138886,133.669533
6642,Gabmididi Manoo Childrn & Family Ctr,Cnr Clutterbuck St & Hincks Ave,Whyalla Norrie,5608,-33.026448,137.542801
6644,Neta Kranz Children's Centre,55 Wood Terrace,Whyalla,5600,-33.038323,137.573962
6645,Norrie Stuart Children's Servs Ctr,4 Dowd Street,Whyalla Norrie,5608,-33.038562,137.530997
6646,Roxby Downs Kindergarten,Richardson Place,Roxby Downs,5725,-30.56107,136.896683
6647,Yorketown Community Children's Ctr,27A Stansbury Road,Yorketown,5576,-35.021263,137.604981
6648,Orroroo Kindergarten,West Terrace,Orroroo,5431,-32.728529,138.613402
6649,Peterborough Community Preschool,76-80 Victoria Street,Peterborough,5422,-32.972237,138.845542
6651,Port Augusta West CSC,1A Stokes Terrace,Port Augusta West,5700,-32.48113,137.753235
6652,Balaklava Community Chn Ctr,15 Scotland Street,Balaklava,5461,-34.147754,138.413724
6653,Port Broughton Kindergarten,Cnr South Tce & Kadina Rd,Port Broughton,5522,-33.603283,137.931338
6655,Cranston Street Kindergarten,15 Cranston Street,Port Lincoln,5606,-34.725324,135.855379
6658,Brinkworth Preschool Centre,Belling Street,Brinkworth,5464,-33.687185,138.404018
6659,Port Pirie Community Kindergarten,5 Halliday Street,Port Pirie,5540,-33.196203,138.002785
6660,Quorn Kindergarten,3 Second Street,Quorn,5433,-32.348219,138.043127
6661,Burra Early Learning Centre,8 Bridge Terrace,Burra,5417,-33.678693,138.93797
6662,Risdon Park South Kindergarten,10 Hannan Street,Port Pirie,5540,-33.20702,137.996226
6663,Cowell Early Childhood Centre,42 Story Street,Cowell,5602,-33.686763,136.919259
6664,Cleve District Children's Centre,East Terrace,Cleve,5640,-33.699285,136.494513
6665,Clare Valley Children's Centre,Inchiquin Road,Clare,5453,-33.838952,138.616299
6666,Solomontown Kindergarten,1 Prince Street,Port Pirie,5540,-33.188269,138.018776
6667,Stirling North Childhd Services Ctr,Quorn Road,Stirling North,5710,-32.517335,137.839045
6668,Streaky Bay Children's Centre,Montgomerie Terrace,Streaky Bay,5680,-32.797928,134.213392
6669,Riverton Kindergarten,5 Gilbert Street,Riverton,5412,-34.158512,138.746487
6670,Tumby Bay Kindergarten,West Terrace,Tumby Bay,5605,-34.371543,136.100516
6671,Davison Street Occasional Care,Davison Street,Whyalla Norrie,5608,-33.019958,137.539394
6672,Saddleworth Early Learning Centre,7 Saddle Road,Saddleworth,5413,-34.088257,138.786444
6674,Willsden Childhood Services Centre,41 View Street,Port Augusta,5700,-32.508361,137.781485
6675,Wilmington Kindergarten,30 Horrocks Highway,Wilmington,5485,-32.650636,138.099098
6676,Win Newby Kindergarten,Ring Street,Whyalla Norrie,5608,-33.033601,137.545788
6678,Miltaburra Children's Centre,3493 Miltaburra Road,Wirrulla,5661,-32.375617,134.33113
6679,Woomera Child Parent Centre,Dewrang Avenue,Woomera,5720,-31.195174,136.826289
6680,Wudinna RSL Memorial Kindergarten,Oswald Street,Wudinna,5652,-33.043444,135.462099
6681,Penong Preschool,,Penong,5690,-31.92861,133.005426
6683,Angle Vale PS OSHC/Vac,Heaslip Road,Angle Vale,5117,-34.643303,138.647347
6684,Snowtown Kindergarten,19 Glen Davidson Drive,Snowtown,5520,-33.783758,138.220017
6685,Black Forest PS OSHC/Vac,679 South Road,Black Forest,5035,-34.960892,138.57286
6686,Poonindie Early Childhood Centre,Hirschausen Road,Poonindie,5607,-34.580807,135.881095
6687,Bridgewater PS OSHC/Vac,46 Morella Grove,Bridgewater,5155,-35.00439,138.76254
6688,Freeling PS OSHC/Vac,Coulls Street,Freeling,5372,-34.457868,138.811817
6689,Fulham North PS OSHC,Cheadle Street,Henley Beach,5022,-34.919544,138.505188
6690,Kirinari Community School OSHC,18 Trimmer Terrace,Unley,5061,-34.950883,138.610339
6691,Koonibba Child Care Centre,"Highfold Street, Koonibba",via Ceduna,5690,-31.90272,133.425927
6692,Minya Bunhii Child Care & Kgtn,1 Kelly Street,Ceduna,5690,-32.139206,133.669233
6695,Mawson Lakes School OSHC/Vac,Garden Terrace,Mawson Lakes,5095,-34.809171,138.61436
6696,Mount Pleasant PS OSHC,22 Hospital Road,Mount Pleasant,5235,-34.774353,139.053817
6697,Nairne PS OSHC/Vac,5 Saleyard Road,Nairne,5252,-35.038355,138.903683
6698,St Ignatius Junior School OSHC,62 Queen Street,Norwood,5067,-34.92252,138.64078
6699,St John's Grammar School OSHC/Vac,42-44 Sheoak Road,Belair,5052,-34.997798,138.63216
6701,Toy Box Community CCC,46 New West Road,Port Lincoln,5606,-34.723143,135.847624
6702,Port Augusta Child Care Centre,127 Stirling Road,Port Augusta,5700,-32.502744,137.778943
6703,Ceduna Community Children's Centre,1 Merghiny Drive,Ceduna,5690,-32.123828,133.676133
6704,Whyalla Child Care Centre,159 Nicolson Avenue,Whyalla Norrie,5608,-33.029026,137.537677
6705,Balaklava Community Chn Ctr CC,15 Scotland Street,Balaklava,5461,-34.147754,138.413724
6706,Hour People,16A Power Street,Mount Gambier,5290,-37.821604,140.743789
6707,Port Pirie Child Care Centre,First Street,Port Pirie,5540,-33.181882,138.002575
6708,Port Augusta Children's Ctr Occ Care,Rupert Street,Port Augusta,5700,-32.491974,137.767809
6709,Roxby Downs Child Care Centre,Richardson Place,Roxby Downs,5725,-30.561293,136.895971
6712,TAFE SA - Whyalla Campus CCC,141 Nicolson Avenue,Whyalla Norrie,5608,-33.029097,137.542148
6714,St Martin de Porres School OSHC/Vac,1 Berrima Road,Sheidow Park,5158,-35.073276,138.526317
6715,Upper Sturt PS OSHC,118 Upper Sturt Road,Upper Sturt,5156,-35.018986,138.683375
6716,Whyalla Town PS OSHC/Vac,3-9 Walls Street,Whyalla,5600,-33.036344,137.585123
6719,Wynbring Jida MACS,2-4 Booth Street,Whyalla Stuart,5608,-33.020066,137.524536
6720,Berri Regional Child Care Centre Inc,1B Fiedler Street,Berri,5343,-34.281667,140.600328
6721,Loxton District Children's Centre,Pyap Street,Loxton,5333,-34.453948,140.572108
6723,TAFE SA Tiny TAFE CC Pt Lincoln,2 London Street,Port Lincoln,5606,-34.723587,135.865923
6724,Mini Gems Children's Centre,Lot 19 Paxton Road,Coober Pedy,5723,-29.013108,134.751215
6725,North Metro Family Day Care Scheme,20 Langford Drive,Elizabeth,5112,-34.720659,138.66503
6726,Yankalilla AS OSHC/Vac,207 Main South Road,Yankalilla,5203,-35.453343,138.333122
6728,St Thomas More School OSHC/Vac,50 Yorktown Road,Elizabeth Park,5113,-34.715406,138.682075
6730,Blackfriars Priory School OSHC/Vac,17 Prospect Road,Prospect,5082,-34.894232,138.594851
6732,Christian Brothers Coll Jun S OSHC/V,324 Wakefield Street,Adelaide,5000,-34.927682,138.613297
6733,St Thomas School OSHC Camp Australia,10 Rushton Street,Goodwood,5034,-34.953518,138.59145
6736,Littlehampton PS OSHC/Vac,16-30 Baker Street,Littlehampton,5250,-35.049417,138.868095
6737,East Torrens PS - Kidsfun OSHC/Vac,12 Robson Road,Hectorville,5073,-34.890035,138.666441
6740,Loxton District OSHC,Pyap Street,Loxton,5333,-34.45393,140.572182
6742,Allendale East OSHC/Vac,Bay Road,Allendale East,5291,-38.002589,140.711191
6743,Weena Mooga Vacation Care,45 McKenzie Street,Ceduna,5690,-32.123043,133.6811146
6745,Annesley Junior School OSHC,28 Rose Terrace,Wayville,5034,-34.941646,138.599736
6746,Highbury Primary School OSHC/Vac,Cnr Honeysuckle Drive & Payne St,Hope Valley,5090,-34.847753,138.709857
6747,St Agnes Campus - Modbury South OSHC,250 Smart Road,St Agnes,5097,-34.831063,138.718517
6749,Lameroo & Dist Kindergarten Occ Care,192 Bews Terrace,Lameroo,5302,-35.329955,140.523108
6750,Loreto College Junior Sch OSHC/Vac,316 Portrush Road,Marryatville,5068,-34.929156,138.642231
6755,Karcultaby Preschool,,Karcultaby,5654,-32.760961,134.966643
6756,Rainbow CCC at Westfield Marion,"Suite 302  Level 3, The Tower Westfield Marion, 297 Diagonal Road",Oaklands Park,5046,-35.015725,138.546251
6760,Mercedes College OSHC/Vac,540 Fullarton Road,Springfield,5062,-34.974715,138.628417
6762,Angaston Community OSHC/Vac,7 Neldner Avenue,Angaston,5353,-34.509252,139.047979
6764,Kapunda PS OSHC/Vac,Mildred Street,Kapunda,5373,-34.337817,138.918077
6765,Port Noarlunga PS OSHC/Vac,10 James Avenue,Port Noarlunga,5167,-35.143873,138.473088
6766,O'Sullivan Beach PS OSHC/Vac,51 Galloway Road,O'Sullivan Beach,5166,-35.12538,138.479618
6769,Trinity College Gawler OSHC/Vac,Greening Drive,Evanston South,5116,-34.633164,138.732586
6771,Woodend Primary School OSHC/Vac,Edward Beck Drive,Sheidow Park,5158,-35.079364,138.533864
6774,Willsden CSC Occasional Care,41 View Street,Port Augusta,5700,-32.508341,137.781484
6778,Callington Kgtn Occasional Care,North Terrace,Callington,5254,-35.114716,139.039616
6779,Dorothy Hughes Occasional Care,Rolleston Ave,Salisbury North,5108,-34.75317,138.635234
6780,Elizabeth East Occasional Care,90 Hornet Crescent,Elizabeth East,5112,-34.725369,138.677469
6781,Star of the Sea OSHC/Vac,333 Military Road,Henley Beach,5022,-34.914346,138.493157
6782,Thorndon Park PS OSHC/Vac,71 Stradbroke Road,Athelstone,5076,-34.884073,138.693704
6783,Kersbrook Primary School OSHC,Bowden Street,Kersbrook,5231,-34.782431,138.849722
6785,Seaford Dist CS OSHC - All Saints,621 Grand Boulevard,Seaford,5169,-35.184782,138.480125
6788,Ocean View College OSHC/Vac,Gedville Road,Taperoo,5017,-34.803393,138.493549
6791,Sherpa Kids One Tree Hill,"One Tree Hill Primary School, McGilp Road",One Tree Hill,5114,-34.713101,138.766547
6793,Port Lincoln OSHC - YMCA,9 Bowling Avenue,Port Lincoln,5606,-34.723686,135.856869
6794,Mylor Primary School OSHC/Vac,220 Strathalbyn Road,Mylor,5153,-35.040969,138.760093
6799,Our Lady of Hope Greenwith OSHC/Vac,Cnr Golden Grove Road & Golden Way,Greenwith,5125,-34.769772,138.719386
6801,Maitland Family Day Care,15 Kilkerran Terrace,Maitland,5573,-34.374402,137.677024
6802,Next Generation Memorial Drive,War Memorial Drive,North Adelaide,5006,-34.917419,138.594833
6808,Far North Family Day Care Scheme,20 Beatty Street,Flinders Park,5025,-34.911074,138.59855
6811,Whyalla Stuart Kgtn Occasional Care,24 Ramsay Street,Whyalla Stuart,5608,-33.027246,137.523723
6813,Sturt Street Community Sch OSHC/Vac,14 O'Brien Street,Adelaide,5000,-34.933817,138.590211
6814,Lobethal PS OSHC/Vac,1 School Road,Lobethal,5241,-34.901779,138.871798
6817,Cowandilla Learning Centre,14 Brooker Terrace,Cowandilla,5033,-34.93684,138.5556
6818,Eudunda Community Children's Centre,21 Morgan Road,Eudunda,5374,-34.180855,139.09133
6819,St Brigid's School OSHC,45 Way Street,Kilburn,5084,-34.8616951,138.5871044
6820,St John the Apostle OSHC,14 Winnerah Road,Christies Beach,5165,-35.129512,138.477949
6822,Blyth PS OSHC,August Street,Blyth,5462,-33.843766,138.49069
6823,St Michael's College OSHC,78 East Avenue,Beverley,5009,-34.89952714,138.5505893
6824,Good Shepherd Luth-Para Vista OSHC/V,388 Montague Road,Para Vista,5093,-34.82896177,138.6668852
6826,Trinity College Blakeview OSHC/Vac,Jamieson Road,Blakeview,5114,-34.689657,138.699208
6828,Burra Community School OSHC/Vac,7 Bridge Terrace,Burra,5417,-33.67924777,138.9385189
6830,Lyndoch PS OSHC/Vac,Margaret Street,Lyndoch,5351,-34.60554,138.885678
6832,Williamstown PS OSHC/Vac,15 Margaret Street,Williamstown,5351,-34.667928,138.890491
6834,Woodside Primary School OSHC/Vac,23 Moffett Street,Woodside,5244,-34.952342,138.879672
6835,KI CC Kingscote OSHC/Vac,50 Buller Street,Kingscote,5223,-35.6499266,137.6353294
6837,Emmaus School Camp Aust OSHC/Vac,2 Todd Street,Woodcroft,5162,-35.104364,138.558134
6838,St Anthony's School OSHC/Vac,1 Castle Street,Edwardstown,5039,-34.969396,138.572307
6839,Munno Para PS OSHC/Vac,Maltarra Road,Munno Para,5115,-34.669727,138.699713
6840,Northfield PS OSHC/Vac,North Avenue,Northfield,5085,-34.849012,138.61972
6842,Imagine Kilburn Kids Sch Hol Program,59 Gladstone Street,Kilburn,5084,-34.86352168,138.5895955
6843,Barossa Rec & Fitness Ctr Vac Care,Magnolia Street,Tanunda,5352,-34.520792,138.983779
6844,Birdwood Primary School OSHC/Vac,Shannon Street,Birdwood,5234,-34.821057,138.960319
6845,Hillcrest Primary School OSHC/Vac,Condamine Street,Hillcrest,5086,-34.866383,138.638678
6847,St Mary's Memorial School OSHC,16 Milton Street,Glenelg,5045,-34.9810038,138.5160771
6848,Sunrise Christian School Marion OSHC,284-288 Sturt Road,Marion,5043,-35.016502,138.557225
6849,St Peters Lutheran School OSHC,71 Cumming Street,Blackwood,5051,-35.033495,138.610501
6850,St Peter's Woodlands OSHC Camp Aust,39 Partridge Street,Glenelg,5045,-34.98425898,138.5168471
6853,Treetops Early Learning Ctr Stepney,51A-53 Henry Street,Stepney,5069,-34.912884,138.6295047
6855,Pembroke Sch Camp Aust OSHC/Vac,342 The Parade,Kensington Park,5068,-34.921003,138.650405
6856,Pulteney Grammar School OSHC/Vac,66 Symonds Place,Adelaide,5000,-34.9352,138.602
6857,Seymour College Camp Australia OSHC,546 Portrush Road,Glen Osmond,5064,-34.95649,138.648419
6861,Yorketown Rural Care,27A Stansbury Road,Yorketown,5576,-35.018172,137.607672
6862,Booleroo Rural Care,26 Campbell Street,Booleroo Centre,5482,-32.878266,138.348042
6863,Peterborough Rural Care,76-80 Victoria Street,Peterborough,5422,-32.971085,138.832375
6864,Babthorpe Montessori Pre-school,322 Portrush Road,Marryatville,5068,-34.929156,138.642231
6866,Goodstart EL Campbelltown,24 Gorge Road,Campbelltown,5074,-34.877064,138.6681896
6875,Hampstead Preschool,38-56 Muller Road,Greenacres,5086,-34.870813,138.625981
6877,Salisbury Park Primary School OSHC,66 Goddard Drive,Salisbury Park,5109,-34.759701,138.66871
6878,Callington Primary School OSHC,North Terrace,Callington,5254,-35.114544,139.03939
6879,St Mary MacKillop School OSHC/Vac,10 Bagot Street,Wallaroo,5556,-33.931612,137.631737
6881,Paradise Community Church OSHC/Vac,57 Darley Road,Paradise,5075,-34.870848,138.668439
6882,Samaritan College OSHC/Vac,10 Toal Street,Whyalla Stuart,5608,-33.024232,137.528592
6883,Adelaide Hills YMCA OSHC/Vac,2 Howard Lane,Mount Barker,5251,-35.078894,138.8611562
6884,Riverdale OSHC/Vac,15 de Mille Street,Salisbury Downs,5108,-34.766448,138.61375
6888,Trinity College Gawler River OSHC/V,66-68 Heaslip Road,Angle Vale,5117,-34.638334,138.64772
6889,Cummins Rural Care,McFarlane Street,Cummins,5631,-34.263356,135.72233
6890,Kingston Rural Care,32 Cameron Street,Kingston SE,5275,-36.828231,139.85288
6891,Kalangadoo Kgtn Occasional Care,48B Kangaroo Flat Road,Kalangadoo,5278,-37.564684,140.695568
6892,Hamley Bridge Occasional Care,Recreation Park,Hamley Bridge,5401,-34.353453,138.68144
6901,Whyalla Learning Together @ Home,115 Nicolson Avenue,Whyalla Norrie,5608,-33.028659,137.544945
6902,Darke Peak Playcentre,Darke Road,Darke Peak,5642,-33.462783,136.199269
6905,Karkoo Playcentre,Main Road,Karkoo,5632,-34.03129,135.728845
6906,Port Neill Playcentre,Wallis Street,Port Neill,5604,-34.116548,136.342001
6907,Port Augusta Learning Together@Home,Rupert Street,Port Augusta,5700,-32.48769,137.776631
6909,Pt Lincoln Learning Together@Home,63 Stevenson Street,Port Lincoln,5606,-34.741845,135.847627
6910,Ungarra Playcentre,Ashman Terrace,Ungarra,5607,-34.180973,136.04645
6911,Port Pirie & Clare Learn Together@Hm,Anzac Road,Port Pirie,5540,-33.181862,138.002545
6912,Port Germein Playcentre,Fifth Street,Port Germein,5495,-33.017808,137.999196
6913,Melrose Rural Care,29 Stuart Street,Melrose,5483,-32.823835,138.188036
6917,Arno Bay Playcentre,"Arno Bay Hall, Telel Kebir Terrace",Arno Bay,5603,-33.9099543,136.5653259
6918,Bute Rural Care,4 Third Street,Bute,5560,-33.8652,138.003875
6921,Corny Point Playcentre,"Corny Point Hall, Main Road",Corny Point,5575,-34.925807,137.082456
6923,Spalding Playcentre,Edgeware Avenue,Spalding,5454,-33.496271,138.610927
6924,Hallett/Mt Bryan Playcentre,"Community Hall, Main Road",Hallett,5419,-33.412488,138.89347
6925,Booborowie Playcentre,South Terrace,Booborowie,5417,-33.565847,138.759339
6927,Auburn Playcentre,St Vincent Street,Auburn,5451,-34.026318,138.683683
6928,Farrell Flat Playcentre,Love Street,Farrell Flat,5416,-33.825895,138.796054
6929,Lower Yorke Pen Learning Together@Hm,27A Stansbury Road,Yorketown,5576,-35.018172,137.607672
6930,Tumby Bay Rural Care,West Terrace,Tumby Bay,5605,-34.371604,136.100576
6931,Cleve Rural Care,East Terrace,Cleve,5640,-33.699271,136.494559
6932,Balharry Rural Care,Centenary Avenue,Lucindale,5272,-36.970849,140.368687
6933,Maitland Rural Care,15 Kilkerran Terrace,Maitland,5573,-34.374402,137.677024
6939,Craigmore Christian School OSHC/Vac,213 Yorktown Road,Craigmore,5114,-34.70737,138.705656
6940,Encounter Lutheran School OSHC/Vac,64 Adelaide Road,Victor Harbor,5211,-35.527525,138.636404
6942,Hallett Cove South PS OSHC,Livonia Street,Hallett Cove,5158,-35.08256,138.503926
6943,Hampstead PS OSHC,38-56 Muller Road,Greenacres,5086,-34.870813,138.625981
6946,Nazareth Catholic Coll OSHC Findon,176 Crittenden Road,Findon,5023,-34.894949,138.5327514
6947,Treetops Early Learning Ctr Findon,110 Findon Road,Woodville West,5011,-34.888258,138.530908
6950,CaFE Enfield Children's Centre CC,17A Wilkins Street,Enfield,5085,-34.865673,138.604396
6953,Mount Barker PS OSHC/Vac,2A Dumas Street,Mount Barker,5251,-35.067641,138.853522
6954,Coach Road CCC OSHC at Tat,Tatachilla Road,McLaren Vale,5171,-35.223288,138.521389
6955,Southern Vales Christian Coll OSHC,140 States Road,Morphett Vale,5162,-35.112432,138.53609
6956,Our Lady Queen of Peace Sch OSHC/Vac,106 Botting Street,Albert Park,5014,-34.880386,138.520938
6958,Kura Yerlo Preschool,208 Lady Gowrie Drive,Largs Bay,5016,-34.824447,138.487352
6959,Melrose Playcentre,29 Stuart Street,Melrose,5483,-32.823835,138.188036
6961,St Francis de Sales College OSHC,8 Dutton Road,Mount Barker,5251,-35.066761,138.86582
6962,Sunrise Christian Sch Fullarton OSHC,95 Wattle Street,Fullarton,5063,-34.954489,138.621872
6963,Sthn Vales Christn Coll Aldinga OSHC,240 Aldinga Beach Road,Aldinga,5173,-35.278706,138.465479
6964,Wallaroo Primary School OSHC/Vac,Hughes Street,Wallaroo,5556,-33.932746,137.624271
6965,Coomandook & Districts Kgn Occ Care,,Coomandook,5261,-35.475958,139.708742
6966,Ardrossan & Districts Kgn Occ Care,1 West Terrace,Ardrossan,5571,-34.421705,137.916136
6967,Port Wakefield Kindergarten Occ Care,Thomas Crescent,Port Wakefield,5550,-34.187364,138.149243
6968,Meadows & Districts Kgn Occ Care,49 Mawson Road,Meadows,5201,-35.180922,138.758032
6969,Barmera Kindergarten Occasional Care,Amy Street,Barmera,5345,-34.251996,140.469403
6970,Melaleuca Park Kindergarten Occ Care,Boandik Terrace,Mount Gambier,5290,-37.841094,140.794392
6971,Tinyeri Children's Ctr Occ Care,65 Jarvis Avenue,Murray Bridge,5253,-35.132254,139.282374
6972,Quorn Kindergarten Occasional Care,3 Second Street,Quorn,5433,-32.348219,138.043127
6973,Cowandilla Children's Ctr Occ Care,21 Jenkins Street,Cowandilla,5033,-34.93416,138.559877
6974,North Haven Kindergarten Occ Care,Sir Ewen Waterman Avenue,North Haven,5018,-34.788674,138.495812
6975,Glencoe & District Kgn Occ Care,135 Kirrup Road,Glencoe,5291,-37.669641,140.594383
6976,Stepping Stone Hewett CC & EDC,10 Rosella Circuit,Hewett,5118,-34.57551,138.752873
6977,Woodcroft Heights Children's Ctr Occ,25 Investigator Drive,Woodcroft,5162,-35.106587,138.556962
6978,St Andrews OSHC/Vac Camp Australia,22 Smith Street,Walkerville,5081,-34.891986,138.614094
6979,TeenZone - Novita OSHC,171 Days Road,Regency Park,5010,-34.86883,138.566938
6981,St Aloysius College OSHC,53 Wakefield Street,Adelaide,5000,-34.928958,138.60295
6982,Nazareth Early Childhood Centre,176 Crittenden Road,Findon,5023,-34.894949,138.5327514
6983,Ignatius Early Years,58 Queen Street,Norwood,5067,-34.922056,138.639242
6984,Roxby Early Learning Community Group,78 Pioneer Drive,Roxby Downs,5725,-30.557513,136.904992
6985,Cozi Kidz Child Care Centre,1 Wicks Avenue,Felixstow,5070,-34.888745,138.656068
6986,Wilderness School OSHC Camp Aust,30 Hawkers Road,Medindie,5081,-34.898324,138.60871
6987,St Patrick's School OSHC,33A Dudley Street,Mansfield Park,5012,-34.854403,138.551934
6988,Wudinna Occasional Care,Oswald Street,Wudinna,5652,-33.043444,135.462099
6989,Burra Occasional Care,8 Bridge Terrace,Burra,5417,-33.678693,138.93797
6995,Gladstone Occasional Care,James Street,Gladstone,5473,-33.268649,138.359475
6996,Orroroo Occasional Care,West Terrace,Orroroo,5431,-32.728529,138.613402
6997,Brinkworth Occasional Care,Belling Street,Brinkworth,5464,-33.687185,138.404018
6998,Swan Reach Occasional Care,Showground Road,Swan Reach,5354,-34.570692,139.598757
7005,Limestone Coast Learning Together@Hm,Bridges Street,Millicent,5280,-37.608624,140.363491
7009,McKay Children's Centre CC,7 Scott Street,Penola,5277,-37.37969,140.832933
7030,Primary Schools Music Festival Sup S,2 Hay Street,Klemzig,5087,-34.877176,138.637665
7080,Auslan Early Learning Program,2 Hay Street,Klemzig,5087,-34.877176,138.637665
7117,Renmark OSHC/Vac,66 Murtho Street,Renmark,5341,-34.173639,140.740864
7128,Evanston Gardens Playcentre,71 Angle Vale Road,Evanston Gardens,5116,-34.623986,138.720025
7131,Enfield Family Day Care,Clarice Avenue,Enfield,5085,-34.885537,138.62555
7132,The Independent Learning Centre,5 Percy Street,Mount Gambier,5290,-37.823581,140.771011
7138,Art Gallery of SA-Education Service,North Terrace,Adelaide,5000,-34.92827,138.59239
7139,SA Museum - Education Service,North Terrace,Adelaide,5000,-34.92827,138.59239
7140,Flinders University,Sturt Road,Bedford Park,5042,-35.024774,138.573428
7423,tafeSA  Elizabeth Campus,Woodford Road,Elizabeth,5112,-34.713319,138.669144
7434,tafeSA  Panorama Campus,621 Goodwood Road,Panorama,5041,-34.993596,138.593973
7441,tafeSA  Whyalla Campus,141 Nicolson Avenue,Whyalla Norrie,5608,-33.029097,137.542148
7456,CSIRO Education,"Education Development Centre, Milner Street",Hindmarsh,5007,-34.9058,138.5712
7531,tafeSA  Cleve Campus,27B Main Street,Cleve,5640,-33.702049,136.49318
7606,Anangu Education Services-Ernabella,,Ernabella,872,-26.266359,132.14184
7612,Parliament House - Education Service,"Parliament House, North Terrace",Adelaide,5000,-34.92827,138.59239
7622,Warradale Urban Camp School,370 Morphett Road,Warradale,5046,-35.00765,138.53638
7624,SA Law Courts - Education Service,260-280 Victoria Square,Adelaide,5000,-34.929615,138.601487
7645,Southern Learning Centre,Mander Road,Christie Downs,5164,-35.1383,138.4897
7651,Migration Museum - Education Service,82 Kintore Avenue,Adelaide,5000,-34.92723,138.58158
7652,Outreach Education,"Education Centre, 31 Flinders Street",Adelaide,5000,-34.927225,138.6039292
7654,Tandanya National Aborig Cultrl Inst,253 Grenfell Street,Adelaide,5000,-34.92468,138.60425
7662,Nature Education Centre,505 Fullarton Road,Netherby,5062,-34.966994,138.621443
7747,Disability Unit Kidman Park,1 Dean Avenue,Kidman Park,5025,-34.911672,138.523797
7748,Disability Unit St Morris,160 Portrush Road,Trinity Gardens,5068,-34.908388,138.641387
7771,The Neighbourhood CCC,2B Keegan Street,Mount Gambier,5290,-37.828797,140.786458
7772,Disability Unit Salisbury Park PS,66 Goddard Drive,Salisbury Park,5109,-34.759701,138.668718
7773,Disability Unit Kadina Memorial Sch,5 Doswell Terrace,Kadina,5554,-33.959085,137.709263
7776,Instrumental Music Service - North,2 Hay Street,Klemzig,5087,-34.877176,138.637665
7779,Instrumental Music Service - South,Lawrence Street,Morphett Vale,5162,-35.107646,138.514521
7784,Seaford Secondary College Unit,Lynton Terrace,Seaford,5169,-35.187173,138.482221
7785,Disability Unit Victor Harbor HS,George Main Road,Victor Harbor,5211,-35.556148,138.611226
7786,Disability Unit Victor Harbor PS,The Parkway,Victor Harbor,5211,-35.541373,138.624567
7787,Community Kids Montebello Early Educ,73 Suttontown Road,Mount Gambier,5290,-37.808819,140.769228
7795,Disability Unit Findon High School,Drummond Avenue,Findon,5023,-34.898332,138.526613
7800,Murray Bridge Family Day Care,20 Beatty Terrace,Murray Bridge,5253,-35.124405,139.279076
7803,Mount Gambier Family Day Care,Mulga Street,Mount Gambier,5290,-37.811741,140.760307
7808,Wiltja Residential Program,111-125 Folland Avenue,Northgate,5085,-34.85238,138.61872
7809,Disability Unit Riverdale PS,15 de Mille Street,Salisbury Downs,5108,-34.766448,138.613754
7810,Disability Unit Salisbury HS,14 Farley Grove,Salisbury North,5108,-34.755983,138.640772
7811,Disability Unit Hamilton SC,815 Marion Road,Mitchell Park,5043,-34.99879,138.55946
7854,Disability Unit Murray Bridge HS,Lohmann Street,Murray Bridge,5253,-35.135051,139.285294
7855,Disability Unit Henley High School,Cudmore Terrace,Henley Beach,5022,-34.923383,138.500356
7872,Disability Unit Para Hills HS,90 Beafield Road,Para Hills West,5096,-34.799266,138.650711
7873,Reading Recovery Centre,Barretts Road,Clapham,5062,-34.993358,138.603502
7876,Disability Unit Hewett PS,Kingfisher Drive,Hewett,5118,-34.575557,138.750309
7881,Eastern Adelaide Regional Office,5-11 Briar Road,Felixstow,5070,-34.891299,138.64422
7882,Northern Adelaide Regional Office,"Level 1 Elizabeth House, Oxenham Drive",Elizabeth,5112,-34.792341,138.656283
7883,Southern Adelaide Regional Office,Floor 3 Noarlunga House,Noarlunga Centre,5168,-35.118433,138.521956
7884,Western Adelaide Regional Office,20 Beatty Street,Flinders Park,5025,-34.911074,138.59855
7885,Adelaide Hills Regional Office,6 Dutton Road,Mount Barker,5251,-35.0632,138.8622
7886,Barossa Regional Office,"Phoenix Plaza Tenancy 4, 3-5 Calton Road",Gawler,5118,-34.59771,138.756537
7887,Fleurieu & Kangaroo Is Reg Office,Floor 3 Noarlunga House,Noarlunga Centre,5168,-35.118433,138.521956
7888,Eyre & Western Regional Office,3/7 Mortlock Terrace,Port Lincoln,5606,-34.723766,135.8595238
